"gender","age","nationality","education_ISCED","in_paid_work","religion","ideology_left_right","gen_imm_escape","gen_imm_work","gen_imm_study","gen_imm_family_war","gen_imm_marriage","gen_imm_ess_good_bad","gen_imm_ess_jobs","gen_imm_ess_welfare","gen_imm_ess_safety","imm_anger","imm_fear","imm_hope","imm_sympathy","imm_size","eu_nat_identity","free_move_protect_jobs","free_move_protect_services","gen_know_switzerland","gen_know_ep","gen_know_party","mig_know_free_move","mig_know_schengen","mig_know_asylum","mig_know_syrians","gen_know_sum","mig_know_sum","gen_know_prop","mig_know_prop","W1_EX1","W1_EX2","W2_EX1","W2_EX2","W2_CC","WEIGHT","WEIGHTEX1","WEIGHTEX2","education_binary","gen_imm_sum","know_score_general","know_score_imm","know_score_general_binary","know_score_imm_binary","ps_value_general","weight.ATE_general","ps_value_imm","weight.ATE_imm"
"male",40,"hungary","3","1","1",10,2,4,4,3,2,0,0,0,10,7,5,1,1,20,1,5,5,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9507,0.9597,0.9501,0,15,0.230219397408275,0.543292489902306,0,1,0.366366646808476,1.57819975063361,0.45629775654176,2.19155142812647
"male",43,"poland","7","1","2",5,5,5,5,5,5,10,10,10,0,1,1,7,7,40,1,1,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,0.9506,0.9398,0.9534,1,25,0.729090370818878,0.543292489902306,1,1,0.526430523541135,1.89958590028806,0.445398178181801,2.24518206177266
"male",48,"spain","6","1","1",3,5,5,5,5,5,10,10,5,3,1,1,7,7,10,1,1,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,0.9289,0.9317,0.941,1,25,0.729090370818878,0.0848716597143804,1,0,0.564542439137279,1.77134601524055,0.454776769252933,1.83411113761568
"male",67,"spain","6","0","66",0,5,5,5,5,5,10,10,10,5,1,1,7,7,2,1,1,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,1.0122,1.0191,1.0699,1,25,0.729090370818878,0.0848716597143804,1,0,0.564020653402696,1.77298471956137,0.399854029939393,1.66626129289682
"female",51,"romania","7","1","4",10,5,1,5,5,5,10,9,10,0,3,1,1,7,8,1,1,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1.3098,1.3143,1.3237,1,21,0.729090370818878,-0.504331780470674,1,0,0.20680838177288,4.83539395950699,0.381074017723194,1.61570208495911
"male",66,"poland","3","1","2",7,5,4,5,5,5,9,8,7,5,1,3,4,7,1,1,1,1,0,1,1,1,1,1,1,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1.3016,1.2977,1.2875,0,24,-0.605208346226583,1.14645059101092,0,1,0.468187691933205,1.88036264830938,0.505529355261958,1.97812449384233
"female",45,"spain","8","1","2",4,5,5,5,5,5,6,10,0,10,2,3,4,5,50,1,5,5,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,0.9624,0.9545,0.9564,1,25,0.729090370818878,-0.504331780470674,1,0,0.367515745084413,2.72097185868952,0.357236042029938,1.55578107266334
"male",49,"spain","4","1","1",5,5,5,3,3,3,0,0,0,5,1,1,1,1,4,3,1,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,0.9289,0.9317,0.941,0,19,0.729090370818878,0.543292489902306,1,1,0.440194030223704,2.27172549226033,0.431025944913386,2.32004595500846
"male",42,"spain","5","1","2",7,3,3,3,3,3,6,7,6,6,2,2,3,4,10,5,1,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.9289,0.9317,0.941,0,15,0.729090370818878,1.14645059101092,1,1,0.448724357727346,2.22853959848469,0.460417228380048,2.17194305156313
"male",60,"spain","6","1","1",2,4,4,4,4,4,7,6,5,5,1,1,4,5,5,1,1,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.9126,0.9129,0.8933,1,20,0.729090370818878,1.14645059101092,1,1,0.626752940052682,1.59552502444734,0.486104677005211,2.05717008558895
"female",78,"spain","5","0","1",4,5,5,5,5,5,8,8,8,5,1,1,6,6,6,1,1,1,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.2,1.2016,1.1513,0,25,0.230219397408275,0.543292489902306,0,1,0.450414162237927,1.81955198131019,0.445801203182239,2.24315231287344
"male",42,"spain","6","1","1",2,4,4,4,4,4,8,10,7,3,1,1,6,6,5,4,1,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,0.8896,0.8883,0.8878,1,20,0.729090370818878,-0.504331780470674,1,0,0.530437607815089,1.88523586047956,0.424131457091891,1.73650742398612
"male",61,"spain","4","1","2",7,3,4,5,3,3,4,5,0,8,1,1,1,3,10,2,4,5,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1.0893,1.0936,1.0673,0,18,0.729090370818878,0.543292489902306,1,1,0.474926356796346,2.10558960497703,0.482568563539649,2.0722443929314
"male",33,"spain","6","1","1",9,4,5,5,4,3,3,1,0,10,7,1,1,3,20,2,3,5,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1.0287,1.0403,1.1623,1,21,0.729090370818878,0.543292489902306,1,1,0.490690299540865,2.03794532098085,0.46413197915935,2.15455957551391
"male",44,"poland","6","1","2",3,5,5,5,5,5,10,10,10,7,6,6,3,2,10,2,1,2,0,1,1,1,1,1,0,2,4,0.666666666666667,1,NA,NA,NA,NA,2,0.9233,0.9187,0.9215,1,25,-0.605208346226583,0.0848716597143804,0,0,0.5090211948786,2.03674779760144,0.430949141163791,1.75731217073487
"female",30,"spain","7","1","1",3,3,3,3,3,3,10,10,10,10,1,1,7,7,15,2,1,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,0.7953,0.7924,0.7901,1,15,0.729090370818878,-0.504331780470674,1,0,0.303557392696197,3.29426996034588,0.314866683982535,1.45956995028761
"male",29,"spain","4","1","2",2,4,4,4,4,4,5,10,6,7,3,4,5,5,30,4,4,4,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1.027,1.0242,1.0972,0,20,-0.94861939049062,-0.504331780470674,0,0,0.303009062083149,1.43473888339033,0.32743808740725,1.48685196303336
"male",40,"romania","6","1","4",5,3,5,5,3,5,7,7,7,7,1,3,3,3,0,3,4,4,0,0,0,1,1,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.9073,0.9057,0.913,1,21,-1.35759211319193,-0.504331780470674,0,0,0.284794566771733,1.39819966899054,0.378186909117022,1.60820030112263
"male",63,"uk","0","0","3",5,5,5,5,5,5,0,0,0,10,7,7,7,7,30,5,5,5,0,0,1,1,1,0,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1.0368,1.0397,1.0352,0,25,-0.94861939049062,0.543292489902306,0,1,0.408650976558847,1.69104870450423,0.382509655916463,2.61431308865675
"male",67,"spain","5","1","2",4,3,4,5,4,4,4,0,0,1,4,7,7,3,10,1,5,4,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.8595,0.8581,0.8328,0,NA,0.230219397408275,-0.504331780470674,0,0,0.581273595425647,2.38819426975599,0.516441894112656,2.06800379897462
"male",61,"romania","7","1","4",7,4,4,5,4,4,8,6,8,6,1,4,6,6,28,3,2,1,0,0,0,1,1,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.5591,0.5612,0.535,1,21,-1.35759211319193,0.543292489902306,0,1,0.40937064451074,1.69310920750228,0.466872674104396,2.14191160773824
"female",43,"romania","6","1","4",5,3,4,4,3,4,5,5,5,5,5,7,1,7,98,1,1,1,0,0,0,1,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1.0362,1.0342,1.0131,1,18,-1.35759211319193,-0.504331780470674,0,0,0.163974249620135,1.19613540557289,0.31175830148352,1.45297793225188
"male",48,"romania","6","1","4",10,5,5,5,5,5,10,10,10,0,1,1,7,7,10,3,1,1,0,0,0,1,1,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.854,0.853,0.8421,1,25,-1.35759211319193,-0.504331780470674,0,0,0.328116021433956,1.48835220350727,0.454906942493359,1.83454914024073
"female",57,"spain","8","1","2",5,5,5,5,5,5,10,10,5,10,1,1,6,7,0,3,5,5,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9456,0.9353,0.9079,1,25,0.230219397408275,-0.504331780470674,0,0,0.432162108993626,1.76106599407748,0.406242665558493,1.684189721952
"female",29,"germany","3","1","3",8,2,2,2,1,2,6,0,0,10,7,7,1,1,80,5,5,5,1,0,1,0,1,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9768,0.985,1.0175,0,9,0.230219397408275,0.19884063021269,0,0,0.209507154268533,1.2650335868311,0.353156225634483,1.54596834603671
"male",41,"romania","3","0","5",0,5,5,5,5,5,10,10,0,10,1,2,7,7,30,5,1,1,0,0,0,1,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.691,0.6904,0.6857,0,25,-1.35759211319193,-0.504331780470674,0,0,0.252877975701761,1.3384694433808,0.326780689580399,1.48540005392407
"female",37,"sweden","7","1","3",3,4,3,3,4,4,4,5,3,8,4,3,3,5,22,3,4,4,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1.0593,1.0783,1.1146,1,18,0.729090370818878,-0.504331780470674,1,0,0.394439246840026,2.53524467458882,0.368483878917437,1.58349085101069
"male",59,"sweden","8","1","1",7,5,5,5,5,5,10,10,10,5,1,1,7,7,3,1,1,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1.0029,1.0014,0.995,1,25,0.729090370818878,1.14645059101092,1,1,0.666372948724105,1.50066115666112,0.526899489682594,1.89789517655901
"female",66,"uk","3","0","3",9,3,3,3,2,1,7,5,7,7,3,4,4,4,50,3,2,4,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9499,0.9551,0.9342,0,12,0.230219397408275,-0.504331780470674,0,0,0.34571052263534,1.52837548913027,0.452454516021022,1.82633229432022
"female",70,"sweden","4","0","2",8,4,4,4,4,4,5,4,5,10,2,4,2,4,20,1,5,5,0,0,1,1,1,1,1,1,4,0.333333333333333,1,NA,NA,NA,NA,2,0.901,0.8806,0.8118,0,20,-0.94861939049062,1.14645059101092,0,1,0.309750974306654,1.44875249768808,0.405898177084553,2.46367206471018
"female",64,"sweden","5","0","3",2,5,4,5,5,5,8,9,10,6,1,2,6,6,25,1,2,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1.0481,1.0365,0.9548,0,24,0.729090370818878,1.14645059101092,1,1,0.432683215310875,2.31115967667366,0.412672670831997,2.42322807077067
"male",72,"germany","2","0","3",5,5,5,5,5,4,10,9,6,1,1,1,6,6,6,2,3,3,1,0,1,1,1,1,1,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1.0014,1.0018,0.988,0,24,0.230219397408275,1.14645059101092,0,1,0.467328525031467,1.87732973698108,0.470923942181126,2.12348515424468
"male",75,"spain","4","0","2",3,5,3,3,5,3,4,3,3,10,3,6,4,5,7,1,4,5,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.8973,0.9,0.8828,0,19,-0.94861939049062,-0.504331780470674,0,0,0.513783077615139,2.05669517855337,0.455061835804921,1.83507059278384
"female",67,"spain","4","0","2",10,5,5,5,5,5,5,5,3,5,1,2,7,7,30,3,3,3,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.9407,0.9497,0.893,0,25,-0.94861939049062,-0.941440527749612,0,0,0.298135577497433,1.42477659208655,0.415666810165134,1.7113523883225
"male",76,"uk","2","0","1",1,5,5,5,5,3,10,5,10,5,1,1,7,7,20,1,3,3,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.0529,1.0445,1.0374,0,23,0.230219397408275,-0.504331780470674,0,0,0.422463904135957,1.7314935069191,0.409415042351169,1.6932364887536
"female",73,"sweden","6","0","1",2,5,5,5,5,5,8,10,8,1,1,1,5,7,6,1,3,3,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,0.901,0.8806,0.8118,1,25,0.729090370818878,-0.504331780470674,1,0,0.475000358765032,2.10526156780161,0.412845416954347,1.70312900363114
"male",40,"sweden","4","1","1",3,4,3,3,3,3,5,7,6,5,4,4,4,4,15,1,3,3,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.9437,0.9409,0.9456,0,NA,-0.94861939049062,-0.941440527749612,0,0,0.389422514212976,1.63779376619336,0.381106463666479,1.61578678931476
"female",39,"uk","3","0","1",4,4,3,4,4,4,10,5,5,5,1,2,4,4,60,4,3,4,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.9698,0.9745,0.9884,0,NA,-0.94861939049062,-0.941440527749612,0,0,0.181230909687846,1.22134556840532,0.286445574129002,1.40143479424061
"female",76,"sweden","5","0","1",2,5,4,5,4,4,8,9,9,5,1,2,5,6,28,1,3,2,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,0.9763,0.9604,0.9192,0,22,0.729090370818878,0.543292489902306,1,1,0.436789171641521,2.28943404490053,0.418843536037233,2.3875264005772
"female",41,"uk","7","1","6",4,5,5,5,5,5,7,7,7,5,1,1,6,6,5,1,2,2,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1.0313,1.0362,1.0206,1,25,0.729090370818878,-0.504331780470674,1,0,0.336482789663688,2.97192020132587,0.308055435591783,1.44520247926978
"male",56,"uk","3","1","3",3,5,5,5,5,5,10,10,10,3,1,1,6,6,20,1,3,3,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1.2117,1.2026,1.1642,0,25,0.230219397408275,-0.941440527749612,0,0,0.503258282186178,2.01311861705724,0.475361077662131,1.90607283871325
"female",31,"sweden","7","1","1",1,5,5,5,5,5,7,9,10,6,1,1,6,7,15,4,5,4,0,0,1,0,1,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.9763,0.9926,1.0697,1,25,-0.94861939049062,-0.941440527749612,0,0,0.305858726549873,1.44062892994339,0.30035044230234,1.42928697516898
"male",45,"romania","4","1","2",9,5,5,5,5,5,10,10,10,0,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.6527,0.657,0.6414,0,25,0.729090370818878,1.14645059101092,1,1,0.391363709333236,2.55516793241686,0.447661895161304,2.23382872388474
"male",38,"romania","4","1","4",10,5,5,5,5,5,10,10,10,10,5,6,7,7,0,5,5,5,0,0,1,1,1,1,0,1,4,0.333333333333333,1,NA,NA,NA,NA,2,0.4732,0.4737,0.4902,0,25,-0.94861939049062,0.0848716597143804,0,0,0.18692398676798,1.22989730815566,0.374693398253144,1.59921548438222
"male",67,"sweden","7","0","7",5,5,5,5,5,5,10,10,7,5,1,1,6,6,20,4,1,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1.0136,1.0081,0.998,1,25,0.729090370818878,1.14645059101092,1,1,0.586067437260082,1.70628828087616,0.574938297837431,1.73931707760884
"male",38,"sweden","8","1","1",0,5,5,5,5,5,10,10,10,7,1,1,6,7,30,1,2,1,1,1,1,0,1,0,1,3,2,1,0.5,NA,NA,NA,NA,2,0.947,0.9784,1.0503,1,25,0.729090370818878,0.19884063021269,1,0,0.547428350369303,1.82672307586077,0.384265457552728,1.62407649898192
"female",61,"romania","3","0","4",10,5,4,4,4,5,10,10,9,10,7,7,7,7,40,4,5,5,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.0306,1.0219,0.9971,0,22,0.230219397408275,-0.504331780470674,0,0,0.118632422219445,1.13460039285559,0.343582502763166,1.52342069522745
"female",30,"uk","2","1","3",10,5,5,5,5,4,10,9,10,9,7,6,6,7,15,5,5,5,1,0,1,0,1,1,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.0403,1.0452,1.0807,0,24,0.230219397408275,0.75718841640067,0,1,0.158201265548482,1.18793241076985,0.333911384475612,2.9948065459656
"male",18,"germany","3","0","3",4,5,5,5,5,5,10,10,6,4,4,4,4,4,8,1,1,3,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.1137,1.1175,1.1797,0,25,0.230219397408275,0.543292489902306,0,1,0.279140834925945,1.38723352417565,0.325882455809275,3.06859108912956
"male",38,"romania","3","1","4",0,2,3,3,2,3,0,5,5,10,2,1,1,1,3,4,4,4,0,0,0,1,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.7689,0.7714,0.7953,0,13,-1.35759211319193,-0.504331780470674,0,0,0.159348872335895,1.1895541052549,0.289027539530333,1.40652424053022
"female",49,"romania","6","1","4",5,3,2,4,3,3,2,0,3,10,4,5,4,5,10,1,2,1,0,0,0,1,1,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.6376,0.635,0.6244,1,15,-1.35759211319193,0.543292489902306,0,1,0.182901318154274,1.22384238552573,0.329930719888668,3.03093934489471
"male",37,"uk","7","1","3",10,4,5,5,4,5,10,10,10,10,1,1,7,7,0,5,4,5,0,0,1,1,1,0,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1.1441,1.1466,1.2046,1,23,-0.94861939049062,0.543292489902306,0,1,0.594979210869752,2.46900906530607,0.521206837104516,1.91862410239157
"male",38,"romania","3","1","4",3,2,3,4,2,5,5,6,3,8,6,5,1,2,95,3,3,2,0,0,0,1,1,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.4732,0.4737,0.4902,0,16,-1.35759211319193,-0.504331780470674,0,0,0.161604180336479,1.19275403878008,0.314964642583449,1.45977866568999
"male",71,"spain","8","0","2",4,3,3,4,3,4,7,5,5,7,5,5,6,6,25,3,4,3,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.8595,0.8581,0.8328,1,17,0.729090370818878,1.14645059101092,1,1,0.66227458364199,1.50994772364777,0.49236664573511,2.03100678866455
"male",34,"spain","6","1","1",6,4,4,5,4,5,7,7,8,8,5,5,6,6,25,4,4,5,0,0,1,1,1,0,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1.0886,1.1006,1.1456,1,22,-0.94861939049062,0.543292489902306,0,1,0.492010491333306,1.96854459184536,0.437105321583707,2.28777814092226
"male",65,"romania","3","0","4",5,3,4,4,4,4,10,10,10,5,1,2,1,4,1,5,2,1,0,0,0,1,1,1,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,2.8333,2.8672,2.8669,0,19,-1.35759211319193,1.14645059101092,0,1,0.236667465408257,1.31004503893553,0.386852364154414,2.58496546139975
"male",47,"romania","1","1","2",4,5,3,3,4,4,6,7,5,5,3,1,6,6,50,4,4,4,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.691,0.6904,0.6857,0,19,0.230219397408275,0.543292489902306,0,1,0.308673481626732,1.44649449055283,0.299424506183021,3.33973999906593
"female",33,"romania","3","0","4",10,3,4,5,3,4,10,9,10,8,1,2,1,7,10,1,2,3,0,0,1,1,1,0,0,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1.2887,1.2948,1.3607,0,19,-0.94861939049062,-0.504331780470674,0,0,0.0677305958695714,1.07265131255996,0.261800272901796,1.35464693807313
"female",52,"uk","7","1","5",3,5,4,5,5,5,8,8,8,2,4,1,5,7,20,2,4,3,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.9256,0.9248,0.8892,1,24,-0.94861939049062,-0.504331780470674,0,0,0.328021807474576,1.48814353073246,0.38184533748794,1.61771812241324
"male",69,"spain","6","0","2",4,3,5,5,3,4,7,7,4,5,2,3,6,4,10,3,2,2,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,0.905,0.8991,0.8866,1,20,0.729090370818878,-0.504331780470674,1,0,0.613432921559983,1.63017008845394,0.492407921235095,1.97008590526716
"male",22,"poland","3","0","2",7,3,4,5,3,4,5,4,6,6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1.144,1.1681,1.2024,0,19,0.729090370818878,0.543292489902306,1,1,0.226724621162116,4.41063698717117,0.325071593427668,3.07624541860349
"male",42,"germany","6","1","4",6,5,5,4,5,4,8,7,9,7,3,3,5,5,40,3,4,5,0,0,1,1,1,0,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,0.9998,1.0012,0.9954,1,23,-0.94861939049062,0.543292489902306,0,1,0.295009674555546,1.41845918150658,0.394505442000412,2.5348192788655
"female",67,"sweden","4","1","1",4,5,5,5,5,5,10,10,10,3,1,1,7,7,60,1,1,1,1,1,1,1,0,1,1,3,3,1,0.75,NA,NA,NA,NA,2,0.901,0.8806,0.8118,0,25,0.729090370818878,1.14645059101092,1,1,0.348926593945598,2.86593231169967,0.400152995929799,2.49904414104508
"male",79,"sweden","5","0","3",7,4,5,5,4,4,7,8,6,4,3,3,4,5,18,2,3,3,0,1,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.945,0.9397,0.9191,0,22,-0.605208346226583,0.543292489902306,0,1,0.70298392946058,3.36682118978906,0.598001055615698,1.67223785076835
"male",69,"spain","6","0","66",4,4,4,4,4,4,8,9,8,8,2,2,6,6,2,1,2,2,1,1,1,1,0,1,1,3,3,1,0.75,NA,NA,NA,NA,2,0.8946,0.8889,0.8644,1,20,0.729090370818878,1.14645059101092,1,1,0.580265223574073,1.72334987411553,0.446670288857,2.23878781496512
"male",59,"poland","2","1","2",3,4,4,5,4,4,7,6,7,7,2,2,2,2,3,1,1,1,1,1,1,1,0,1,1,3,3,1,0.75,NA,NA,NA,NA,2,0.8498,0.8513,0.7994,0,21,0.729090370818878,1.14645059101092,1,1,0.336069608604151,2.97557403108675,0.396359853865768,2.52295985642043
"male",70,"poland","3","0","2",10,4,4,5,4,5,8,5,7,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,3,1,0.75,NA,NA,NA,NA,2,1.3494,1.3566,1.2545,0,22,0.729090370818878,1.14645059101092,1,1,0.461808687808479,2.16539884675084,0.514957558727126,1.94190760588465
"female",67,"germany","3","0","3",2,5,5,5,5,5,9,9,7,2,1,1,7,7,5,1,2,2,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9777,0.9757,0.9474,0,25,0.230219397408275,-0.504331780470674,0,0,0.341866752797523,1.51944914536789,0.386015243779302,1.62870493097478
"male",38,"uk","2","1","1",9,5,4,5,4,4,9,9,7,9,6,6,7,5,10,4,4,4,0,0,1,1,1,0,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,0.9184,0.9142,0.952,0,22,-0.94861939049062,0.543292489902306,0,1,0.274000582977378,1.37741157437987,0.395221154226545,2.53022893462527
"male",78,"sweden","5","0","2",8,4,5,4,4,3,6,7,6,4,1,3,5,5,15,1,4,2,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1.0136,1.0081,0.998,0,20,0.729090370818878,-0.504331780470674,1,0,0.613512630001533,1.62995829441604,0.560174588718421,2.27362943192883
"male",62,"germany","4","1","66",6,3,4,4,3,3,7,6,1,9,6,5,5,4,20,5,2,3,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.939,0.9392,0.9281,0,17,0.729090370818878,1.14645059101092,1,1,0.444766487686817,2.2483708365729,0.430294833795614,2.32398792980859
"male",53,"romania","6","1","4",8,5,4,5,4,5,8,7,8,4,1,2,5,7,2,3,2,2,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,0.7815,0.783,0.7737,1,23,0.729090370818878,0.543292489902306,1,1,0.350290021974717,2.85477729100767,0.451795137993435,2.21339256646567
"female",40,"poland","8","1","1",4,5,4,4,4,4,7,6,5,5,1,1,5,6,2,1,2,2,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1.0873,1.0853,1.0609,1,21,0.729090370818878,-0.504331780470674,1,0,0.373421794954363,2.67793688936184,0.350712253808683,1.54014919558538
"male",53,"uk","4","1","1",4,3,5,4,3,3,8,8,8,7,2,4,5,2,3,1,2,3,1,0,1,1,0,1,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.968,0.9635,0.9626,0,18,0.230219397408275,1.14645059101092,0,1,0.460615876529575,1.85396632286087,0.434603909636236,2.30094570671718
"male",36,"sweden","2","1","1",6,1,2,5,3,4,2,5,7,8,4,5,3,6,20,3,2,3,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.1081,1.137,1.2423,0,15,0.230219397408275,0.543292489902306,0,1,0.26207623635728,1.35515353925391,0.359778996296386,2.77948410077891
"female",52,"uk","3","0","1",4,4,5,5,4,3,8,7,8,5,2,2,4,5,5,1,2,1,1,0,1,1,0,1,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.115,1.1136,1.0762,0,21,0.230219397408275,0.0848716597143804,0,0,0.227631527438636,1.29471882336646,0.324760157181672,1.48095526446748
"male",38,"sweden","3","1","3",3,5,5,4,4,5,5,6,2,5,3,3,3,4,6,2,1,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.0136,1.0418,1.1615,0,23,0.230219397408275,-0.504331780470674,0,0,0.405312569464292,1.68155563520012,0.413655030231895,1.70548064971973
"female",29,"germany","4","1","3",8,5,4,4,4,3,8,8,7,8,6,6,6,5,1,4,5,4,0,1,0,0,0,1,1,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.9768,0.985,1.0175,0,20,-0.947460262711766,0.75718841640067,0,1,0.233126247259038,1.30399560087407,0.34806504823306,2.87302619173188
"male",46,"spain","6","1","5",0,4,4,4,4,4,5,5,5,8,1,1,1,4,5,3,3,3,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,0.8896,0.8883,0.8878,1,20,0.729090370818878,0.543292489902306,1,1,0.457006195740406,2.18815414171766,0.415225876099957,2.40832775016958
"female",21,"germany","4","1","4",8,5,4,5,5,5,8,8,8,9,7,7,7,7,15,3,5,4,0,0,1,0,1,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1.1193,1.1211,1.1715,0,24,-0.94861939049062,-0.941440527749612,0,0,0.0672395058148901,1.07208657124103,0.237414427697813,1.3113282447517
"female",36,"romania","3","1","4",2,2,4,4,2,4,5,5,5,10,5,7,1,2,5,1,1,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.8515,0.8551,0.8632,0,16,0.230219397408275,-0.504331780470674,0,0,0.077975088183017,1.0845693941494,0.234653983610012,1.30659855618879
"male",37,"poland","6","1","2",4,3,1,3,3,3,0,0,5,5,3,3,2,5,3,2,3,3,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,0.9479,0.9624,1.01,1,13,0.729090370818878,0.0848716597143804,1,0,0.471906901229125,2.11906203828638,0.417204087209847,1.71586652900922
